380 0
563 0
404 0
345 0
361 0
354 0
352 0
336 0
342 0
343 0
341 0
334 0
367 0
344 0
342 0
360 0
357 0
359 0
375 0
343 0
368 0
360 0
384 0
334 0
359 0
342 0
366 0
376 0
324 0
368 0
349 0
376 0
341 0
333 0
341 0
360 0
366 0
368 0
359 0
351 0
343 0
334 0
350 0
368 0
360 0
360 0
325 0
342 0
352 0
351 0
360 0
368 0
351 0
360 0
342 0
334 0
367 0
358 0
350 0
350 0
359 0
343 0
386 0
318 0
334 0
352 0
360 0
350 0
350 0
350 0
367 0
376 0
324 0
341 0
368 0
368 0
351 0
333 0
316 0
368 0
368 0
386 0
360 0
308 0
343 0
360 0
359 0
351 0
351 0
342 0
324 0
368 0
377 0
309 0
334 0
334 0
309 0
360 0
369 0
359 0
343 0
360 0
369 0
369 0
309 0
352 0
334 0
351 0
334 0
361 0
343 0
394 0
343 0
386 0
342 0
361 0
359 0
352 0
360 0
370 0
